future_id,iso_alpha_3,2022,2030,vulnerability_threshold,vulnerability_indicator,ndc_unconditional
id_MEX_121,MEX,787.6710940988988,878.7874914789963,808.5321233904137,1,644.2
id_MEX_122,MEX,787.6710940988988,787.1452152138456,808.5321233904137,0,644.2
id_MEX_123,MEX,787.6710940988988,772.3557244439684,808.5321233904137,0,644.2
id_MEX_124,MEX,787.6710940988988,812.7947599480556,808.5321233904137,1,644.2
id_MEX_125,MEX,787.6710940988988,798.0419086445315,808.5321233904137,0,644.2
id_MEX_126,MEX,787.6710940988988,827.8707283185656,808.5321233904137,1,644.2
id_MEX_127,MEX,787.6710940988988,898.2922700478721,808.5321233904137,1,644.2
id_MEX_128,MEX,787.6710940988988,807.261274009869,808.5321233904137,0,644.2
id_MEX_129,MEX,787.6710940988988,898.2914230829185,808.5321233904137,1,644.2
id_MEX_13,MEX,787.6710940988988,806.1131861836674,808.5321233904137,0,644.2
id_MEX_130,MEX,787.6710940988988,812.8620710569113,808.5321233904137,1,644.2
id_MEX_131,MEX,787.6710940988988,763.4708852544704,808.5321233904137,0,644.2
id_MEX_132,MEX,787.6710940988988,804.7365827837715,808.5321233904137,0,644.2
id_MEX_133,MEX,787.6710940988988,783.6279639718755,808.5321233904137,0,644.2
id_MEX_134,MEX,787.6710940988988,762.4818114251615,808.5321233904137,0,644.2
id_MEX_135,MEX,787.6710940988988,817.2394238951806,808.5321233904137,1,644.2
id_MEX_136,MEX,787.6710940988988,826.3078696888156,808.5321233904137,1,644.2
id_MEX_137,MEX,787.6710940988988,814.7644952530247,808.5321233904137,1,644.2
id_MEX_138,MEX,787.6710940988988,760.10819637791,808.5321233904137,0,644.2
id_MEX_139,MEX,787.6710940988988,818.5507969007439,808.5321233904137,1,644.2
id_MEX_14,MEX,787.6710940988988,834.5012923056725,808.5321233904137,1,644.2
id_MEX_140,MEX,787.6710940988988,818.2420847624005,808.5321233904137,1,644.2
id_MEX_141,MEX,787.6710940988988,782.0806450889163,808.5321233904137,0,644.2
id_MEX_142,MEX,787.6710940988988,839.2897946168741,808.5321233904137,1,644.2
id_MEX_143,MEX,787.6710940988988,869.9099130054755,808.5321233904137,1,644.2
id_MEX_144,MEX,787.6710940988988,799.0429474610464,808.5321233904137,0,644.2
id_MEX_145,MEX,787.6710940988988,756.8709344115703,808.5321233904137,0,644.2
id_MEX_146,MEX,787.6710940988988,779.0936407974381,808.5321233904137,0,644.2
id_MEX_147,MEX,787.6710940988988,773.3804096323126,808.5321233904137,0,644.2
id_MEX_148,MEX,787.6710940988988,834.7429943144882,808.5321233904137,1,644.2
